id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
19571919;Perfect location in the heart of the city;133776780;Vince;0;South End;42.34529531;-71.07179095;Entire home/apt;191;2;4;2017-10-22;0.26;1;0
19574477;Gorgeous Audubon Circle Studios (1);70331522;Laurie;0;Fenway;42.34715854;-71.10527389;Entire home/apt;185;3;42;2018-10-25;2.81;2;346
19581567;Freedom Trail Condo;93353522;Thomas;0;Charlestown;42.37428145;-71.06138475;Entire home/apt;250;2;52;2018-11-04;3.1;1;54
19583820;1 BR with private bath parking available;106545415;Kevin;0;South Boston;42.33456411;-71.03122121;Private room;125;1;60;2018-11-11;3.58;4;171
19584489;Renovated modern 1 bed beside State Houe;26988;Anne;0;Downtown;42.35930422;-71.0622705;Entire home/apt;140;90;1;2017-08-21;0.07;13;320
19587539;DECENT AND GREAT PLACE FOR YOUNG AND COOL  GUYS.;137682344;Patrick;0;East Boston;42.367681;-71.03744357;Private room;64;1;0;0;0;1;0
19588926;Chic and bright 1 bedroom near Harvard University;30283594;Kara;0;Jamaica Plain;42.32853832;-71.11086734;Entire home/apt;249;1;1;2018-06-24;0.2;149;364
19589363;-Modern & Plush 2BR + Pool & Gym near Bunker Hill!;30283594;Kara;0;Jamaica Plain;42.32861076;-71.11132047;Entire home/apt;175;3;4;2018-08-17;0.41;149;364
19590313;Upscale & Lavish 1-BR Apt with Great Amenities!;95459395;Bluebird;0;Jamaica Plain;42.3288;-71.11235931;Entire home/apt;150;2;0;0;0;145;364
19590968;Palatial 2-BR in the Heart of Boston + Pool & Gym;95459395;Bluebird;0;Jamaica Plain;42.32861177;-71.11224366;Entire home/apt;299;1;3;2018-09-05;0.28;145;334
19593368;COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON;56359408;Billy;0;Downtown;42.35199095;-71.06520933;Entire home/apt;160;1;28;2018-11-12;1.72;7;168
19599031;Home away from home;118883513;Darryl;0;Dorchester;42.28566715;-71.04027905;Private room;70;2;48;2018-10-28;2.94;1;335
19602358;1 BR w/private bath, parking avail;106545415;Kevin;0;South Boston;42.33337117;-71.03264685;Private room;125;1;72;2018-11-15;4.41;4;179
19602772;Magnificent 3-BR close to Tufts Medical Center;95459395;Bluebird;0;Chinatown;42.3488676;-71.06047462;Entire home/apt;220;11;1;2017-08-27;0.07;145;313
19622535;IMPRESSIVE 3BR/1Bath+1PrvtParking byTheTstation!12;85678907;Jesús & Otto;0;Allston;42.34681314;-71.13550488;Entire home/apt;139;2;49;2018-10-29;3.5;7;318
19623990;CHARMING 3BR/1Bth+1PrivateParking byThe Tstation!8;85678907;Jesús & Otto;0;Allston;42.34736198;-71.1352874;Entire home/apt;139;2;58;2018-11-02;4.07;7;316
19625919;Charming Private Victorian Apartment;34956509;Esther;0;Dorchester;42.28790034;-71.06385518;Entire home/apt;135;1;98;2018-10-30;5.92;1;252
19650995;Home away from home on Washburn street #2.;66554696;Paul;0;Dorchester;42.32466503;-71.05859256;Private room;99;1;31;2018-11-11;1.91;2;169
19653917;Modern 4BR, Boston w/Parking, BCEC, Roof Deck;17406884;Vivek;0;South Boston;42.33660656;-71.02712006;Entire home/apt;430;2;68;2018-11-05;4.16;1;308
19655359;Furnished Studio Boston apt near Newbury Street!;30283594;Kara;0;Jamaica Plain;42.32924734;-71.11179313;Entire home/apt;111;1;0;0;0;149;364
19655883;Furnished&Stylish 1 BR apt in the heart of Boston!;30283594;Kara;0;Jamaica Plain;42.32849405;-71.11038478;Entire home/apt;133;1;1;2017-09-29;0.07;149;176
19655960;Nice clean room to stay;78195008;Alen;0;Roxbury;42.32474761;-71.08763817;Private room;79;1;11;2018-11-11;0.74;1;200
19656368;Fenway 1-BR Apt w/ Lobby-Level Retail + Pool & Gym;30283594;Kara;0;Jamaica Plain;42.32884526;-71.11078289;Entire home/apt;249;1;0;0;0;149;360
19658035;Newly Renovated 1BR Apartment Minutes to Airport;5277243;Chris;0;East Boston;42.37037524;-71.03245976;Entire home/apt;149;1;7;2018-04-16;0.61;1;0
19661260;Big furnished bedroom in South End(Boston);138421308;Teng;0;South End;42.34283724;-71.06379925;Private room;100;1;13;2017-08-27;0.78;1;0
19661845;Top of the Hill/BACKBAY;41538684;J.;0;Back Bay;42.3508689;-71.08607793;Entire home/apt;70;3;79;2018-11-03;4.9;1;12
19670771;Clean+Spacious Two Bedroom Apartment, Free Parking;80986054;Eric;0;Roxbury;42.3118631;-71.08684823;Entire home/apt;69;1;169;2018-11-08;10.18;1;196
19672185;3rd Floor Efficiency Perfect for City Explorers;16284736;Jordan;0;East Boston;42.37479573;-71.03404084;Entire home/apt;165;1;151;2018-11-08;9.17;5;82
19674739;NEU Campus apartment;77366642;Eva;0;Fenway;42.34518275;-71.08996319;Private room;98;3;1;2017-07-31;0.06;1;0
19676676;Luxe modern 1B in central hip Allston*1m to metro;138564650;Fiona;0;Allston;42.34763784;-71.13304291;Entire home/apt;159;1;22;2017-09-12;1.33;1;0
19680116;Furnished room in Oak square;25016309;Amelia;0;Brighton;42.35386599;-71.15949674;Private room;38;1;2;2017-09-03;0.12;1;0
19691987;Charming 3BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.3561932;-71.06087126;Entire home/apt;630;2;23;2018-09-28;1.61;323;169
19694265;Hip 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35598651;-71.06091708;Entire home/apt;208;2;13;2018-08-11;0.85;323;168
19694483;Chic 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35597429;-71.06131976;Entire home/apt;540;2;11;2018-09-21;0.71;323;167
19695447;Modernly Furnished Studio Apt Near Fenway park;95459395;Bluebird;0;Jamaica Plain;42.32911271;-71.11262672;Entire home/apt;209;2;0;0;0;145;364
19695858;Incredible 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.3562868;-71.06112536;Entire home/apt;556;2;17;2018-07-06;1.07;323;155
19696559;Stylish & Cozy 1-BR Apt. in The Heart of Boston!;95459395;Bluebird;0;Jamaica Plain;42.32884362;-71.11256312;Entire home/apt;249;3;0;0;0;145;364
19696922;Elegant, Spacious 1BR near Bunker Hill Monument!!;95459395;Bluebird;0;Jamaica Plain;42.32971465;-71.11221227;Entire home/apt;249;3;2;2018-05-29;0.17;145;364
19699023;Boston studio with gym and roof top access;138782376;Zachary;0;Downtown;42.35088283;-71.06422589;Entire home/apt;170;5;0;0;0;1;0
19712164;Comfortable secure suite historic Boston location;138910369;Charmaine;0;Dorchester;42.29816404;-71.06890719;Private room;150;2;3;2018-10-21;2.2;1;179
19716328;3/1 Newly Furnished Condo By Public Transit (21D2);3594203;Shawn;0;Roxbury;42.32004772;-71.07458151;Entire home/apt;149;1;34;2018-10-28;2.12;11;171
19720777;South End 2 Bdrm Penthouse w/Private Roofdeck;83731189;Richard;0;South End;42.33838173;-71.07880664;Entire home/apt;200;2;21;2018-08-22;1.3;1;0
19727919;Shelly's Place Bunk Room;139072570;Lance And Shelly;0;East Boston;42.38087505;-71.02383677;Private room;59;1;153;2018-10-02;9.48;4;2
19734101;Cozy&Sunny Allston/Boston/BU/BC apartment;139134781;Xuan;0;Allston;42.35029417;-71.13304999;Entire home/apt;158;1;18;2018-08-11;1.08;1;92
19735537;Diana North End;122351910;Elena;0;North End;42.36680141;-71.05684766;Private room;100;1;0;0;0;1;0
19744120;Charlestown/Boston Apartment. Charm and Location!!;8036929;Suzy;0;Charlestown;42.3789565;-71.06514303;Entire home/apt;130;2;84;2018-11-05;5.24;1;163
19744604;Great Loft in the South End;30376903;Doug;0;South End;42.34217844;-71.07428692;Entire home/apt;116;3;0;0;0;1;0
19759879;View from above;5539018;Paulette;0;Roxbury;42.33597864;-71.0802128;Private room;100;1;6;2017-08-27;0.37;1;0
19762057;52 Townsend;67139270;M;0;Roxbury;42.31824217;-71.09099809;Private room;50;2;0;0;0;1;0
19768771;The best view in Dorchester!!!!;100363169;Nylton;0;Dorchester;42.29249189;-71.0554661;Private room;125;2;7;2018-07-10;1.16;1;0
19769905;A room in Alston;139551362;Vladimir;0;Allston;42.34774241;-71.13751266;Private room;120;1;0;0;0;1;0
19777573;Comfortable private room 7 min from the airport!;9444135;Michelle;0;South Boston;42.33478381;-71.03310377;Private room;100;3;1;2017-08-04;0.06;1;0
19779706;Newly Renovated 2BR Close to Public Transportation;37673574;Jackie;0;Allston;42.35154381;-71.14108445;Entire home/apt;10;1;13;2018-06-30;0.88;9;14
19783159;Hip and convenient spot close to Center room # 1;139670302;Joe/Rose;0;Dorchester;42.318037;-71.05397581;Private room;90;1;96;2018-10-29;5.83;6;89
19785704;@@The hub hip convenient Area Close to ctr room #2;139670302;Joe/Rose;0;Dorchester;42.31672589;-71.05356421;Private room;90;1;62;2018-10-29;3.78;6;89
19790139;Bunker Hill Beauty;739333;Andrew;0;Charlestown;42.38175618;-71.06898352;Entire home/apt;100;3;18;2018-11-04;1.12;1;17
19795843;My home is your HOME-- Boston<3 2 BATH;83819376;Ryan & Mary;0;South Boston;42.33686832;-71.05280279;Entire home/apt;700;1;0;0;0;2;365
19798661;Lux 3 Bedroom in Chinatown w/WiFi, Gym;9419684;Mike;0;Chinatown;42.34920602;-71.06120924;Entire home/apt;558;10;0;0;0;132;0
19817729;30 min. From Logan international airport;79029888;Yoselin;0;Roslindale;42.27455065;-71.12775449;Private room;45;31;0;0;0;1;89
19820827;Classic Style|Central Walking|Back Bay 3BR 1BA #3;1444340;Will;0;Back Bay;42.35059567;-71.08888139;Entire home/apt;400;2;38;2018-10-27;2.46;37;115
19823776;Airy 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35605175;-71.06097309;Entire home/apt;556;2;20;2018-09-27;1.24;323;167
19823907;Charming 4BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35628155;-71.06131446;Entire home/apt;783;2;28;2018-09-29;1.93;323;89
19824694;Delightful 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35727381;-71.06078827;Entire home/apt;543;2;37;2018-10-08;2.27;323;162
19824791;Massive Southie 3 bed with parking and backyard;7521948;Alex;0;South Boston;42.33428388;-71.04521006;Entire home/apt;500;2;0;0;0;1;0
19826935;Modern & Cozy Studio in The Heart of Boston *WOW*;95459395;Bluebird;0;Jamaica Plain;42.3300354;-71.11133289;Entire home/apt;209;1;0;0;0;145;364
19827018;Modern 2BR in Downtown Crossing by Sonder;12243051;Sonder;0;Downtown;42.35747193;-71.06078073;Entire home/apt;543;2;15;2018-09-23;1.01;323;155
19830344;Spacious Private Oasis on Quiet Street in JP;14748624;Tyler;0;Jamaica Plain;42.31855899;-71.10978073;Entire home/apt;145;1;38;2018-11-11;2.33;1;0
19830912;Hip spot close to ctr you’ll love my area room #4;139670302;Joe/Rose;0;Dorchester;42.31777922;-71.05378035;Private room;40;1;69;2018-11-11;4.22;6;82
19839113;Pool, private room, and perfect location;15575274;Sa;0;Allston;42.34662808;-71.13549932;Private room;75;1;24;2018-08-31;1.47;4;326
19842407;Relaxing Oasis Close to Downtown Boston!;265933;Holly;0;Jamaica Plain;42.31922635;-71.11635982;Private room;75;3;3;2017-08-26;0.19;1;0
19855550;Incredible 2BR in Brighton by Sonder;12243051;Sonder;0;Brighton;42.33958689;-71.15559009;Entire home/apt;363;2;9;2018-06-24;0.55;323;13
19858006;Modern 2BR in Brighton by Sonder;12243051;Sonder;0;Brighton;42.33846847;-71.15345312;Entire home/apt;268;2;23;2018-10-17;1.45;323;34
19858871;14 Gloucester unit G by Lyon Apartments;82529160;Mario;0;Back Bay;42.34963764;-71.0848576;Entire home/apt;175;2;37;2018-10-29;2.33;31;218
19863482;Rare Gem in Charlestown: Home in the City!;140490937;Gemma;0;Charlestown;42.37372277;-71.0659144;Entire home/apt;395;14;0;0;0;1;0
19872750;Your Home Away From Home;22580048;Jessica;0;Brighton;42.35566603;-71.15774432;Entire home/apt;249;1;13;2018-10-07;1.07;1;26
19875422;Cozy, Comfortable bed and Convenience;15575274;Sa;0;Brighton;42.34620016;-71.13670547;Private room;70;1;9;2018-09-01;0.61;4;331
19884146;Big, beautiful studio-like space right in Back Bay;19512915;Sarah;0;Back Bay;42.35118486;-71.0828691;Private room;130;1;6;2017-09-28;0.37;1;0
19885281;#203 Boston private AC room full size bed Free ??;105851798;Anne;0;Dorchester;42.29545778;-71.06210404;Private room;50;1;17;2018-10-28;1.1;18;353
19885345;#202 Boston private AC room & coffee??coffee ???;105851798;Anne;0;Dorchester;42.29590296;-71.06059983;Private room;44;1;12;2018-09-01;0.78;18;325
19891528;A Restful Heaven!!Private Bathroom Free St. Pking.;135920429;Wendy And Juan;0;Mattapan;42.27921187;-71.09795704;Private room;35;1;64;2018-11-04;3.99;4;339
19893604;Unique spacious apt in the South End;2441542;Justin;0;South End;42.34022025;-71.0647947;Entire home/apt;200;2;8;2018-11-07;1.12;1;25
19910241;Cozy guest room. Awesome location!!!;43074370;Leontios;0;Jamaica Plain;42.30821447;-71.11841906;Private room;63;1;42;2018-09-13;2.86;3;169
19911540;Private bedroom in heart of JP!!!;43074370;Leontios;0;Jamaica Plain;42.30811209;-71.11822322;Private room;63;1;47;2018-08-22;3.19;3;318
19914995;Incredible 3brm designer home in Roslindale;2006852;Jay;0;Roslindale;42.29072596;-71.13302086;Entire home/apt;120;1;25;2018-10-26;1.65;9;262
19918817;#204 Boston private AC room ??coffee;105851798;Anne;0;Dorchester;42.29578633;-71.06045546;Private room;55;1;10;2018-10-03;0.65;18;365
19925457;Ultra Luxury furnished 1 bedroom apt in Boston!;30283594;Kara;0;West End;42.36351727;-71.06870097;Entire home/apt;195;5;0;0;0;149;364
19926609;Modern 1BR Boston Furnished Apt + Gym!;30283594;Kara;0;West End;42.36548625;-71.06818627;Entire home/apt;195;5;2;2017-09-18;0.14;149;364
19926959;High-End Boston Furnished 1-BR Apt + Pool;95459395;Bluebird;0;West End;42.36531497;-71.06844528;Entire home/apt;149;10;0;0;0;145;364
19940377;Rm#7 Heart of  Boston  Near T ???;131456838;Eddie;0;Chinatown;42.34695282;-71.06269659;Private room;95;1;24;2018-09-01;1.53;8;0
19941093;Magnificent 1-BR Furnished Apt in Boston MA!!;95459395;Bluebird;0;West End;42.36349226;-71.06901236;Entire home/apt;145;10;0;0;0;145;331
19941916;Lavish 1-BR Boston Apt Next To Faneuil Hall!;95459395;Bluebird;0;West End;42.36340424;-71.06866405;Entire home/apt;147;10;0;0;0;145;364
19945100;Beacon Hill studio on the quaint Charles St.!;137278038;Eryn;0;Beacon Hill;42.35788812;-71.06970012;Entire home/apt;108;2;5;2017-11-06;0.31;1;0
19946681;Amazing 2 BR in The Heart of Boston +Gym!;30283594;Kara;0;West End;42.36335704;-71.06384419;Entire home/apt;255;3;0;0;0;149;79
19946938;Cozy & Comfy 2-BR in Boston + Great Amenities;30283594;Kara;0;Downtown;42.36284687;-71.06368012;Entire home/apt;255;3;2;2018-01-21;0.19;149;350
19947454;Modernly Plush 2-BR Apt in Boston + Pool & Gym;95459395;Bluebird;0;West End;42.36399854;-71.06533465;Entire home/apt;271;1;1;2018-05-21;0.17;145;334
19948159;Spacious 2-BR in Boston near Mass. General Hosp!;95459395;Bluebird;0;West End;42.36472566;-71.06438191;Entire home/apt;175;3;0;0;0;145;297
19951178;Movie Lover Heaven;47591711;Syed;0;Roxbury;42.33466424;-71.07643215;Private room;62;3;1;2017-12-15;0.09;1;0
19951509;Studio in Jamaica Plain, near the woods, next to T;141419686;Nia;0;Jamaica Plain;42.3106878;-71.10668849;Private room;37;1;0;0;0;1;0
19959185;Stunning 2 floor apartment on renowned Beacon Hill;93378755;John;0;Beacon Hill;42.36070491;-71.06949055;Entire home/apt;175;2;91;2018-11-09;5.75;4;53
19959233;Historic Single Family Brick Townhouse;125178088;Robert;0;Charlestown;42.37530275;-71.06064735;Entire home/apt;600;2;5;2018-09-29;0.37;1;172
19962119;[1700-SC] Luxury, Furnished Studio in Boston;25188;Seamless;0;Jamaica Plain;42.3289632;-71.11112095;Entire home/apt;275;4;0;0;0;66;89
19969497;$250 Special! Modern City Triplex *Close to Center;28662210;Terry;0;Roxbury;42.32961969;-71.09365249;Entire home/apt;345;3;67;2018-10-30;4.34;4;160
19971039;Hip area close to Boston everything u need here 3;139670302;Joe/Rose;0;Dorchester;42.31793019;-71.05374193;Private room;60;1;75;2018-10-28;4.66;6;86
19976101;Feel at home in a good vibes place;39624537;Janette;0;Allston;42.34760461;-71.13268769;Private room;100;2;0;0;0;2;19
19977951;Spacious Penthouse Duplex, Absolute Best Location!;4669171;Yaz;0;Back Bay;42.34856248;-71.08511412;Entire home/apt;999;1;57;2018-10-29;3.71;6;345
19982161;Cozy, Bright Studio in Back Bay/South End;12195484;Rada;0;South End;42.34530616;-71.07631065;Entire home/apt;140;3;9;2018-04-22;0.58;1;47
19987777;Great Boston Bedroom w/ the Best Amenities!;80667906;Jane;0;Roxbury;42.32401251;-71.08415268;Private room;125;2;48;2018-10-28;3.21;1;66
19996537;Cozy studio in Fenway;33529388;Liqin;0;Fenway;42.34115226;-71.09726571;Entire home/apt;100;1;0;0;0;1;0
19996755;Fantastic Apartment w Patio & Parking in South End;87846753;Kevin;0;South End;42.34446243;-71.0687616;Entire home/apt;375;1;4;2017-08-22;0.26;1;0
19997604;Back Bay Apartment near MIT and Newbury Street - F;51079261;Riverside;0;Back Bay;42.35011399;-71.09088816;Entire home/apt;150;2;19;2018-03-24;1.26;2;0
20000347;Loft Style 1 Mile from Downtown Boston Brownstone.;122568097;Nick;0;Roxbury;42.32542889;-71.09646637;Entire home/apt;175;2;39;2018-11-10;2.66;3;42
20023858;Cozy & Convenient 3.33;78962454;Micah;0;Roxbury;42.31994295;-71.08154171;Private room;39;1;31;2018-11-15;1.96;41;42
20023865;Cozy & Convenient 5.33;78962454;Micah;0;Roxbury;42.31924148;-71.08157177;Private room;47;1;17;2018-10-31;1.07;41;33
20026196;Cozy Condo Near Seaport;33460633;Scott;0;South Boston;42.33485672;-71.04107725;Entire home/apt;275;2;19;2018-11-11;1.2;1;86
20031265;Quirky private room near Fenway Park!;75013238;Michaela;0;Fenway;42.34834529;-71.09170227;Private room;95;1;5;2017-08-15;0.32;1;0
20034699;Desirable Boston Neighborhood Near Downtown&Beach4;33656138;Stacy;0;Dorchester;42.31516701;-71.05967748;Private room;46;1;35;2018-11-01;2.57;1;59
20035860;Private room on top floor, great view(tulip room);133457702;Selim;0;Jamaica Plain;42.32430263;-71.10714821;Private room;85;1;29;2018-11-11;1.86;5;49
20045791;Beacon Hill PERFECT one bedroom!!!!;22110106;Chris;0;Beacon Hill;42.35742806;-71.06591078;Entire home/apt;158;1;101;2018-11-08;7.11;10;72
20051513;Top of The Line Studio in Boston near Bunker Hill!;30283594;Kara;0;Mission Hill;42.32977937;-71.11269258;Entire home/apt;125;3;0;0;0;149;310
20051917;Spacious 1 Bedroom in Boston near Fenway Park!;30283594;Kara;0;Jamaica Plain;42.32900178;-71.11241339;Entire home/apt;130;3;0;0;0;149;313
20052971;Designer Finishes on this Modern Boston 1 Bedroom!;30283594;Kara;0;Jamaica Plain;42.32832552;-71.11121927;Entire home/apt;135;3;0;0;0;149;45
20053152;Over the Top 2-BR in Boston near Fenway Park!! WOW;30283594;Kara;0;Jamaica Plain;42.32896679;-71.11106609;Entire home/apt;170;3;0;0;0;149;45
20055667;Newly Renovated Private Bedroom Close to  Airport;15943555;Monya;0;East Boston;42.37993353;-71.04061522;Private room;100;2;12;2017-12-13;0.77;3;0
20055715;Open-Concept Studio in Southern Boston;142505478;Davis (SHP);0;Hyde Park;42.25832125;-71.11929857;Entire home/apt;39;1;79;2018-11-11;5.2;1;108
20057330;Stunning 5BR w/Parking, Seaport, Boston, BCEC, WTC;50990023;Neeraj;0;South Boston;42.33543478;-71.03222369;Entire home/apt;650;2;88;2018-11-15;5.91;1;243
20064794;Historical stay;142483232;Keisha;0;Roxbury;42.336146;-71.08551119;Private room;150;1;50;2018-11-11;3.2;1;79
20067610;Cozy private bedroom with parking;35979559;Mabel;0;Allston;42.36142435;-71.13445755;Private room;60;1;3;2018-05-25;0.2;1;0
20073664;Room for Boston Vacay;88023381;Charles;0;Jamaica Plain;42.31520187;-71.09979289;Private room;70;1;0;0;0;1;0
20085832;Elegant South End | Back Bay Boston Apartment;142808482;Cassie;0;South End;42.33712118;-71.07567112;Entire home/apt;199;1;112;2018-11-14;7.07;3;262
20087012;Unbelievable Back Bay Condo!;4962900;Stay Alfred;0;Back Bay;42.34662262;-71.07809007;Entire home/apt;429;1;4;2018-04-18;0.31;51;266
20088028;Fenway Center 1BD/1BA Best Value Best Location;137550411;Aries;0;Fenway;42.34643239;-71.09916166;Entire home/apt;188;1;1;2017-07-28;0.06;1;0
20088992;Lux Studio Apt w/pool, gym & views of Olmsted Park;9419684;Mike;0;Jamaica Plain;42.3288066;-71.11130942;Entire home/apt;207;7;0;0;0;132;121
20090712;(178-5) Gorgeous Marlborough St. Back Bay!;21184200;Paige;0;Back Bay;42.35348315;-71.08007566;Entire home/apt;175;1;45;2018-11-03;3.07;42;223
20094965;Peaceful Nook!!Free Street Parking!!.Non-smoking;135920429;Wendy And Juan;0;Mattapan;42.27979002;-71.0993424;Private room;30;1;76;2018-11-05;4.9;4;334
20118368;Newbury St Apartment;141047069;Deborah;0;Back Bay;42.3499008;-71.08240183;Private room;100;2;6;2018-05-28;0.41;1;0
20135997;Beacon Hill | MGH | 2 BR | T | Whole Foods;142594552;Mason;0;Beacon Hill;42.3611008;-71.06597229;Entire home/apt;300;1;57;2018-11-15;3.89;1;26
20137039;Beautiful condo with city benefits;32755249;Dennis;0;Dorchester;42.31922588;-71.05524787;Entire home/apt;200;2;14;2018-09-03;0.95;2;57
20137158;Urban, funky Maverick Square suite w/ private bath;143204479;Anthony;0;East Boston;42.36803338;-71.03995251;Entire home/apt;75;3;60;2018-11-05;5.31;2;32
20137476;Cozy Room in Beacon Hill/MIT/MGH! (Room A);95634275;Sophia;0;Beacon Hill;42.36100854;-71.06566619;Private room;135;2;88;2018-11-09;5.91;2;78
20148844;Spacious 2 bedroom near airport w/ parking;45993690;Daniel;0;East Boston;42.37741244;-71.03283719;Entire home/apt;109;2;56;2018-11-04;3.59;2;172
20151756;(72A) Beacon Hill Apartment with private entrance!;21184200;Paige;0;Beacon Hill;42.35891453;-71.06970666;Entire home/apt;99;1;50;2018-11-03;3.22;42;73
20152320;NEWLY RENOVATED! Modern South End 2BR Condo.;41939709;Patrick;0;South End;42.34136479;-71.07738457;Entire home/apt;299;2;48;2018-11-07;3.1;1;326
20152689;Cozy Room in the Heart of Boston (Room B);95634275;Sophia;0;Beacon Hill;42.3599615;-71.06410286;Private room;90;2;92;2018-11-14;6.04;2;54
20170239;Elegant Apartment in Jamaica Plain, Boston;32591914;Ines;0;Jamaica Plain;42.31780354;-71.10623721;Entire home/apt;110;3;0;0;0;1;0
20171412;Allston MA. | One Bedroom;143571229;Matthew;0;Allston;42.35389867;-71.13315559;Private room;40;1;0;0;0;1;0
20173397;1br in 2bhk furnished;89355184;Nithin;0;Mission Hill;42.33212184;-71.11280257;Private room;55;7;4;2018-08-04;0.27;1;0
20174390;Heart of the City - 3BR located in Downtown!!!;16635191;Fred;0;Chinatown;42.3507528;-71.0625952;Entire home/apt;299;2;69;2018-11-01;4.42;1;140
20187597;Beautiful condo with city benefits;32755249;Dennis;0;Dorchester;42.3198031;-71.05536012;Private room;80;1;0;0;0;2;0
20189858;2 bedroom in the heart of Downtown Boston!sleeps 6;31340713;Kama;0;Chinatown;42.34809164;-71.0616051;Entire home/apt;225;2;26;2018-11-11;1.85;9;244
20194022;Happy Rm#6 Chinatown  Near T ???? ???;131456838;Eddie;0;Chinatown;42.34858184;-71.06373385;Private room;88;1;22;2018-09-01;1.41;8;0
20205227;Seymour Goode;143762341;Waldell;0;Jamaica Plain;42.32226461;-71.10414815;Private room;21;7;0;0;0;1;0
20206220;(461-102) New Unit! Fenway Park, No stairs!;21184200;Paige;0;Fenway;42.34630328;-71.1055605;Entire home/apt;149;1;36;2018-10-25;2.59;42;241
20207694;cute and cozy 3rd floor apt;69267172;Lynda;0;Roslindale;42.27632176;-71.13422847;Entire home/apt;147;1;10;2018-07-14;0.74;5;314
20208589;Lux 1 Bedroom Apt Near Waterfront w/wifi;9419684;Mike;0;West End;42.36403919;-71.07023528;Entire home/apt;293;7;0;0;0;132;135
20214044;Brand New Deluxe 2 Bed 2 Bath Apartment;65247089;Vita;0;Brighton;42.34641561;-71.14104659;Entire home/apt;159;2;5;2018-09-30;0.35;7;47
20215166;Large/Cheerful House 5BD/3BA steps to Metro;6430732;Victoria;0;Dorchester;42.29271652;-71.06668614;Entire home/apt;250;3;1;2018-10-08;0.73;5;92
20219970;Studio Apartment with Kitchen 2 Min from T Stop;124710895;Philip;0;Brighton;42.33918883;-71.14616656;Entire home/apt;150;1;126;2018-11-12;8.59;4;32
20226352;The perfect stay with unreal rooftop views!;11309862;Rav;0;South End;42.34363028;-71.06440312;Entire home/apt;125;2;4;2018-10-24;0.46;1;88
20227983;[ H ] Great house near Downtown/Airport;68367007;Euphy;0;East Boston;42.38965277;-71.00798462;Entire home/apt;250;1;2;2018-08-05;0.37;9;90
20228320;North End 1 BR + Patio in Little Italy;45455727;James;0;North End;42.36649087;-71.05312446;Entire home/apt;195;2;77;2018-11-06;5.03;1;306
20229074;Great South End / Back Bay location! 1 bed condo;84699905;Jack;0;South End;42.34548052;-71.07070081;Entire home/apt;298;2;37;2018-11-15;2.52;1;244
20230196;Sunlit Studio with Parking and a Pool!;697401;Nick;0;Brighton;42.35366759;-71.14990019;Entire home/apt;99;30;1;2018-04-02;0.13;3;236
20235208;Cozy, Elegant, Delicate *WINTER SPECIAL $;119359048;Emelyn;0;Jamaica Plain;42.32075508;-71.10566941;Private room;40;3;43;2018-11-04;2.9;2;76
20237145;Bright and Spacious 3 BedR., 1 bath, 2nd Floor Apt;66645251;Mary;0;Dorchester;42.30355104;-71.05994069;Entire home/apt;165;2;17;2018-10-28;1.1;3;87
20237485;Cozy, small private room in Longwood Med Area;8681383;Elsa;0;Mission Hill;42.33308756;-71.11222704;Private room;45;1;4;2017-12-17;0.26;1;0
20240991;New, colorful condo right in Longwood!;7155226;Linda;0;Longwood Medical Area;42.33519833;-71.10844562;Entire home/apt;130;1;3;2018-04-11;0.25;1;0
20242577;Fenway Is Just Down The Street | Boston;1118374;Matthew;0;Fenway;42.34580899;-71.10502084;Entire home/apt;167;1;111;2018-10-29;7.27;42;331
20248640;Family Friendly Brownstone South End 1 BR Duplex;12281951;Sarah;0;South End;42.34700499;-71.07242807;Entire home/apt;182;2;74;2018-11-10;5.36;1;150
20250936;Nice 1 bedroom apartment with easy T access;143589754;Merve;0;Brighton;42.34302428;-71.14492485;Entire home/apt;110;1;4;2018-08-26;0.27;1;0
20256823;Charlestown Spacious & Open Luxury Two Bedroom;1118374;Matthew;0;Charlestown;42.37570907;-71.05518498;Entire home/apt;137;1;88;2018-11-03;6;42;35
20266932;Charlestown condo with open floor plan;1258233;Stephanie;0;Charlestown;42.37667294;-71.06008836;Private room;1000;1;0;0;0;1;0
20268369;Large Private Bedroom Close to Airport;15943555;Monya;0;East Boston;42.37821571;-71.03922743;Private room;0;3;6;2017-11-05;0.43;3;0
20269422;#205 Boston double closet AC& 2 Twin Beds ???????;105851798;Anne;0;Dorchester;42.29581701;-71.06205732;Private room;60;1;16;2018-10-10;1.08;18;356
20269943;? PRIVATE Condo in Prime Location ?;144512715;Mike;0;North End;42.36645315;-71.05719407;Entire home/apt;140;1;118;2018-10-22;7.6;1;117
